time,arclength,x,y,yaw,kappa,speed,accel
104.07,1583.14809007541,-180.352249731917,-445.739692607107,1.63497614602881,-0.0131926702591029,15.7150274257664,0.206166106184024
104.08,1583.30525029891,-180.362157035595,-445.582845004581,1.63267819781066,-0.0163519519304562,15.7170172750844,0.198984931800425
104.09,1583.4624300617,-180.371714395427,-445.42595610279,1.63076449609119,-0.0106201472007135,15.7189352819977,0.191800691326942
104.1,1583.61962864519,-180.380997421568,-445.269031875163,1.6289360436502,-0.0128585128338493,15.7207814161604,0.18461341627717
104.11,1583.77684533051,-180.389966109788,-445.112071246808,1.62672351392721,-0.0162567901348922,15.7225556475422,0.177423138178011
104.12,1583.93407939848,-180.398573898542,-444.95507300111,1.62464232393481,-0.0101735938152207,15.7242579464279,0.170229888569546
104.13,1584.09133012963,-180.406905839632,-444.798043178845,1.62290833892818,-0.0124415530710701,15.725888283418,0.163033699004885
104.14,1584.24859680419,-180.414935543125,-444.640981657349,1.62077462956946,-0.0155371975984479,15.7274466294285,0.155834601050038
104.15,1584.40587870212,-180.422599274422,-444.483886618119,1.61851089487489,-0.00966327756941391,15.7289329556913,0.148632626283768
104.16,1584.56317510306,-180.42997751858,-444.32676337398,1.61687870620756,-0.011725706250937,15.7303472337543,0.14142780629746
104.17,1584.72048528641,-180.437067464464,-444.169613070971,1.61482293410558,-0.0146447467556688,15.7316894354812,0.13422017269498
104.18,1584.87780853125,-180.443792879627,-444.012433686801,1.6123830141822,-0.0111789382195064,15.7329595330521,0.127009757092538
104.19,1585.03514411641,-180.450214052404,-443.855229201701,1.61083895595955,-0.0108183257029686,15.7341574989633,0.119796591118542
104.2,1585.19249132044,-180.456363659048,-443.698002242106,1.60886440756805,-0.0137767773338046,15.7352833060275,0.112580706413467
104.21,1585.3498494216,-180.462156284975,-443.540750841137,1.60631286294497,-0.0137566328341034,15.7363369273738,0.105362134629714
104.22,1585.50721769792,-180.467617868772,-443.38347738168,1.60478177036467,-0.00962285053263899,15.7373183364481,0.0981409074314685
104.23,1585.66459542714,-180.472826842463,-443.22618590398,1.60291560223487,-0.0134982574584185,15.738227507013,0.0909170564945694
104.24,1585.82198188674,-180.477691411759,-443.06887468519,1.60032497019978,-0.01724151814038,15.7390644131481,0.0836906135063576
104.25,1585.97937635395,-180.482192350516,-442.911544602387,1.59869538142846,-0.00856083909774479,15.7398290292497,0.076461610165551
104.26,1586.13677810575,-180.486459389715,-442.754200718626,1.59698482082221,-0.0131437133423324,15.7405213300316,0.0692300781820933
104.27,1586.29418641885,-180.490399346235,-442.596841762963,1.59445871963691,-0.0209397081758076,15.7411412905243,0.0619960492770215
104.28,1586.45160056974,-180.493940872693,-442.439467478053,1.5925730358757,-0.00725584322545568,15.7416888860762,0.0547595551823244
104.29,1586.60901983463,-180.497263796779,-442.282083302796,1.59108134168147,-0.0126755722999053,15.7421640923526,0.0475206276408084
104.3,1586.76644348952,-180.500282199575,-442.124688624601,1.5886621349037,-0.020674150839208,15.7425668853366,0.0402792984059499
104.31,1586.92387081015,-180.502867903921,-441.967282577946,1.5863787881404,-0.00506852768080976,15.742897241329,0.0330355992417612
104.32,1587.08130107204,-180.505243442015,-441.809870248163,1.58522676170144,-0.011383460699798,15.7431551369483,0.0257895619226499
104.33,1587.23873355047,-180.507346741679,-441.652451855043,1.58290024854212,-0.0201845612779537,15.7433405491306,0.0185412182332834
104.34,1587.39616752049,-180.508977571403,-441.495026402992,1.57988917224681,-0.00484656574727851,15.7434534551303,0.0112905999684403
104.35,1587.55360225693,-180.510353841733,-441.337597686061,1.57909219531236,-0.00822304893853136,15.7434938325196,0.00403773893288262
104.36,1587.71103703439,-180.511522132839,-441.180167268328,1.57716269226038,-0.0160029866987859,15.743461659189,-0.00321733305879418
104.37,1587.86847112725,-180.512273767483,-441.022735044659,1.57396845520017,-0.015144222742171,15.7433569133472,-0.0104745841822948
104.38,1588.02590380969,-180.512639752581,-440.865302802485,1.57241997315417,-0.00839567634540066,15.7431795735212,-0.0177339826037654
104.39,1588.18333435565,-180.512781679393,-440.707872335287,1.57092313619251,-0.0104116689177254,15.7429296185564,-0.0249954964799328
104.4,1588.34076203888,-180.51267763867,-440.550444701972,1.56932515787965,-0.0136270168218784,15.7426070276168,-0.0322590939582461
104.41,1588.49818613292,-180.512222484804,-440.393021325804,1.56640620621021,-0.0179754771333075,15.742211780185,-0.0395247431770116
