time,arclength,x,y,yaw,kappa,speed,accel
0.01,0,-377.40082989059,433.546366610962,0.210182169306496,1.47638034268864e-11,2,0
0.02,0.02,-377.381269966928,433.550539066625,0.210135296427108,-0.0046872879535161,2,0
0.03,0.04,-377.361709652216,433.554709688605,0.209994677788355,-0.00937457592179601,2,0
0.04,0.06,-377.34214855592,433.558876643114,0.209760313390237,-0.0140618638900759,2,0
0.05,0.08,-377.322586288538,433.563038096139,0.209432203232753,-0.0187491518583558,2,0
0.06,0.1,-377.303022462114,433.567192213341,0.209010347315903,-0.0234364398266357,2,0
0.07,0.12,-377.283456765872,433.57133751471,0.208549140458423,-0.0226842442210089,2,0
0.08,0.14,-377.263889190971,433.575473938995,0.208102977547062,-0.0219320469149506,2,0
0.09,0.16,-377.244319803536,433.579601779745,0.207671858581824,-0.0211798496088923,2,0
0.1,0.18,-377.224748669307,433.583721330593,0.207255783562708,-0.0204276523028341,2,0
0.11,0.2,-377.205175853645,433.587832885253,0.206854752489711,-0.0196754549967758,2,0
0.12,0.22,-377.185601401619,433.591936642377,0.206454184431056,-0.0203813526536939,2,0
0.13,0.24,-377.166025278426,433.596032420081,0.206039498383564,-0.0210872520955631,2,0
0.14,0.26,-377.14644742961,433.600119941287,0.205610694347232,-0.0217931515374324,2,0
0.15,0.28,-377.126867801065,433.604198928842,0.205167772322067,-0.0224990509793016,2,0
0.16,0.3,-377.107286339045,433.608269105521,0.204710732308062,-0.0232049504211709,2,0
0.17,0.32,-377.087702995457,433.612330219487,0.204243475223755,-0.0235207572367501,2,0
0.18,0.34,-377.068117743631,433.616382120702,0.203769902018591,-0.023836563279554,2,0
0.19,0.36,-377.048530562369,433.620424684555,0.203290012692573,-0.0241523693223578,2,0
0.2,0.38,-377.028941430646,433.624457786398,0.202803807245697,-0.0244681753651616,2,0
0.21,0.4,-377.009350327621,433.628481301551,0.202311285677965,-0.0247839814079655,2,0
0.22,0.42,-376.989757231218,433.632495098383,0.201811389052903,-0.0252056814133249,2,0
0.23,0.44,-376.970162113902,433.636499017557,0.201303058421432,-0.025627381733844,2,0
0.24,0.46,-376.950564946967,433.640492892772,0.200786293783551,-0.026049082054363,2,0
0.25,0.48,-376.930965701964,433.644476557681,0.200261095139258,-0.0264707823748821,2,0
0.26,0.5,-376.9113643507,433.648449845883,0.199727462488555,-0.0268924826954011,2,0
0.27,0.52,-376.891760865632,433.652412592832,0.199185686891287,-0.0272850769089795,2,0
0.28,0.54,-376.872155221012,433.656364641538,0.198636059412195,-0.0276776710000157,2,0
0.29,0.56,-376.852547391733,433.660305836865,0.198078580051284,-0.0280702650910519,2,0
0.3,0.58,-376.832937352943,433.664236023632,0.197513248808555,-0.0284628591820881,2,0
0.31,0.6,-376.813325080052,433.668155046605,0.196940065684002,-0.0288554532731243,2,0
0.32,0.62,-376.793710548526,433.672062749484,0.19635887454476,-0.0292636607528797,2,0
0.33,0.64,-376.774093733295,433.675958971832,0.195769519253886,-0.0296718683343614,2,0
0.34,0.66,-376.754474609361,433.679843552143,0.195171999811384,-0.030080075915843,2,0
0.35,0.68,-376.734853152017,433.683716328854,0.194566316217252,-0.0304882834973247,2,0
0.36,0.7,-376.715229336843,433.687577140354,0.19395246847149,-0.0308964910788063,2,0
0.37,0.72,-376.695603140067,433.691425826782,0.193330732749846,-0.0312770808278241,2,0
0.38,0.74,-376.675974539625,433.695262235454,0.192701385238379,-0.0316576703188678,2,0
0.39,0.76,-376.65634351409,433.69908621544,0.19206442593709,-0.0320382598099115,2,0
0.4,0.78,-376.636710042321,433.702897615763,0.191419854845982,-0.0324188493009552,2,0
0.41,0.8,-376.617074103462,433.706696285393,0.190767671965052,-0.032799438791999,2,0
0.42,0.82,-376.597435675676,433.710482066627,0.190106865593444,-0.0332811995327246,2,0
0.43,0.84,-376.577794732345,433.714254775212,0.189436423983743,-0.0337629614373699,2,0
0.44,0.86,-376.558151245946,433.718014220208,0.18875634713595,-0.0342447233420152,2,0
0.45,0.88,-376.538505189342,433.721760210605,0.188066635050063,-0.0347264852466605,2,0
0.46,0.9,-376.518856535786,433.725492555329,0.187367287726083,-0.0352082471513058,2,0
0.47,0.92,-376.499205263511,433.729211087486,0.186662007539509,-0.0353197663927671,2,0
0.48,0.94,-376.479551369388,433.732915737149,0.185954497070373,-0.0354312805208161,2,0
0.49,0.96,-376.459894854993,433.736606458629,0.185244756318676,-0.0355427946488651,2,0
0.5,0.98,-376.440235721996,433.740283206229,0.184532785284418,-0.035654308776914,2,0
0.51,1,-376.420573972163,433.743945934239,0.1838185839676,-0.035765822904963,2,0
0.52,1.02,-376.400909590488,433.747594505958,0.183088272659351,-0.0372653300481635,2,0
0.53,1.04,-376.381242495008,433.751228420666,0.18232797076567,-0.0387648593198252,2,0
0.54,1.06,-376.361572588113,433.754847086432,0.181537678286556,-0.0402643885914869,2,0
0.55,1.08,-376.341899773569,433.758449911084,0.180717395222011,-0.0417639178631486,2,0
0.56,1.1,-376.322223956567,433.762036302197,0.17986712157203,-0.0432634471348103,2,0
0.57,1.12,-376.302545130678,433.76560614672,0.179059974616919,-0.0374511109249424,2,0
0.58,1.14,-376.282863636275,433.769161250391,0.178369077135059,-0.031638637261069,2,0
0.59,1.16,-376.263179896118,433.772703899459,0.177794429126475,-0.0258261635971955,2,0
0.6,1.18,-376.243494328627,433.776236380963,0.177336030591171,-0.020013689933322,2,0
0.61,1.2,-376.223807348678,433.779760982581,0.176993881529143,-0.0142012162694485,2,0
