cost_type,mean,std,min,max,median
s_error,1.3663089445810779,1.4301536413525562,0.24040634390982385,6.753897988952724,0.377878323565616
d_error,0.3390661525045255,0.31778193188156073,0.0009499616459792613,3.9101089684243693,0.25642711758604286
mu_error,0.149596698015368,0.1506095892791877,0.0005049454973948028,1.199788938205949,0.09544326268511782
v_error,13.220807768096781,2.146423797525663,6.605747001831823,21.541193947585256,13.433705969583896
delta_error,3.4309742510760644,4.252170056991292,0.021048978833731254,13.994976197891539,1.7618052428235427
a_error,45.858820160891064,63.22438505841241,1.8108560045002078,252.93751309550026,4.15816911126573
ddelta,2.1807360095749386,2.467008063942169,0.021741100730682576,12.560695769790657,1.0971975483103333
jerk,68.23051006325358,83.96968372446398,4.517172433164356,346.0379275411067,10.47321530233947
