0,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.01,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.02,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.03,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.04,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.05,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.06,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.07,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.08,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.09,-0.032273771,0.130631644,0.064384826,-1.472883903,0.196078584,-2.642001264,-1.68299304
0.1,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.11,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.12,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.13,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.14,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.15,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.16,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.17,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.18,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.19,-0.003729332,0.095758678,0.063758214,-1.631082911,-0.07146043,-1.243241095,-0.785535368
0.2,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.21,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.22,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.23,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.24,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.25,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.26,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.27,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.28,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.29,-0.012459639,0.054410749,0.070146591,-1.80250494,0.065771469,-1.41377223,1.64110717
0.3,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.31,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.32,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.33,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.34,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.35,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.36,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.37,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.38,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.39,0.046417435,-0.043764292,0.081699224,-1.977935001,0.074885199,-1.40797604,-1.817937694
0.4,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.41,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.42,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.43,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.44,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.45,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.46,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.47,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.48,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.49,0.108444612,-0.051660685,0.089940087,-2.146832537,-0.015365157,-2.610539539,-2.224446712
0.5,0.111648585,-0.070861751,0.098383468,-2.305541118,0.084152835,-1.258605292,-1.827937707
0.51,0.111648585,-0.070861751,0.098383468,-2.305541118,0.084152835,-1.258605292,-1.827937707
0.52,0.111648585,-0.070861751,0.098383468,-2.305541118,0.084152835,-1.258605292,-1.827937707
0.53,0.111648585,-0.070861751,0.098383468,-2.305541118,0.084152835,-1.258605292,-1.827937707
