0,0
0.01001,0.03003
0.02002,0.06006
0.03003,0.09009
0.04004,0.12012
0.05005,0.15015
0.06006,0.18018
0.07007,0.21021
0.08008,0.24024
0.09009,0.27027
0.1001,0.3003
0.11011,0.33033
0.12012,0.36036
0.13013,0.39039
0.14014,0.42042
0.15015,0.45045
0.16016,0.48048
0.17017,0.51051
0.18018,0.54054
0.19019,0.57057
0.2002,0.6006
0.21021,0.63063
0.22022,0.66066
0.23023,0.69069
0.24024,0.72072
0.25025,0.75075
0.26026,0.78078
0.27027,0.81081
0.28028,0.84084
0.29029,0.87087
0.3003,0.9009
0.31031,0.93093
0.32032,0.96096
0.33033,0.99099
0.34034,1.021
0.35035,1.0511
0.36036,1.0811
0.37037,1.1111
0.38038,1.1411
0.39039,1.1712
0.4004,1.2012
0.41041,1.2312
0.42042,1.2613
0.43043,1.2913
0.44044,1.3213
0.45045,1.3514
0.46046,1.3814
0.47047,1.4114
0.48048,1.4414
0.49049,1.4715
0.5005,1.5015
0.51051,1.5315
0.52052,1.5616
0.53053,1.5916
0.54054,1.6216
0.55055,1.6517
0.56056,1.6817
0.57057,1.7117
0.58058,1.7417
0.59059,1.7718
0.6006,1.8018
0.61061,1.8318
0.62062,1.8619
0.63063,1.8919
0.64064,1.9219
0.65065,1.952
0.66066,1.982
0.67067,2.012
0.68068,2.042
0.69069,2.0721
0.7007,2.1021
0.71071,2.1321
0.72072,2.1622
0.73073,2.1922
0.74074,2.2222
0.75075,2.2523
0.76076,2.2823
0.77077,2.3123
0.78078,2.3423
0.79079,2.3724
0.8008,2.4024
0.81081,2.4324
0.82082,2.4625
0.83083,2.4925
0.84084,2.5225
0.85085,2.5526
0.86086,2.5826
0.87087,2.6126
0.88088,2.6426
0.89089,2.6727
0.9009,2.7027
0.91091,2.7327
0.92092,2.7628
0.93093,2.7928
0.94094,2.8228
0.95095,2.8529
0.96096,2.8829
0.97097,2.9129
0.98098,2.9429
0.99099,2.973
1.001,3.003
1.011,3.033
1.021,3.0631
1.031,3.0931
1.041,3.1231
1.0511,3.1532
1.0611,3.1832
1.0711,3.2132
1.0811,3.2432
1.0911,3.2733
1.1011,3.3033
1.1111,3.3333
1.1211,3.3634
1.1311,3.3934
1.1411,3.4234
1.1512,3.4535
1.1612,3.4835
1.1712,3.5135
1.1812,3.5435
1.1912,3.5736
1.2012,3.6036
1.2112,3.6336
1.2212,3.6637
1.2312,3.6937
1.2412,3.7237
1.2513,3.7538
1.2613,3.7838
1.2713,3.8138
1.2813,3.8438
1.2913,3.8739
1.3013,3.9039
1.3113,3.9339
1.3213,3.964
1.3313,3.994
1.3413,4.024
1.3514,4.0541
1.3614,4.0841
1.3714,4.1141
1.3814,4.1441
1.3914,4.1742
1.4014,4.2042
1.4114,4.2342
1.4214,4.2643
1.4314,4.2943
1.4414,4.3243
1.4515,4.3544
1.4615,4.3844
1.4715,4.4144
1.4815,4.4444
1.4915,4.4745
1.5015,4.5045
1.5115,4.5345
1.5215,4.5646
1.5315,4.5946
1.5415,4.6246
1.5516,4.6547
1.5616,4.6847
1.5716,4.7147
1.5816,4.7447
1.5916,4.7748
1.6016,4.8048
1.6116,4.8348
1.6216,4.8649
1.6316,4.8949
1.6416,4.9249
1.6517,4.955
1.6617,4.985
1.6717,5.015
1.6817,5.045
1.6917,5.0751
1.7017,5.1051
1.7117,5.1351
1.7217,5.1652
1.7317,5.1952
1.7417,5.2252
1.7518,5.2553
1.7618,5.2853
1.7718,5.3153
1.7818,5.3453
1.7918,5.3754
1.8018,5.4054
1.8118,5.4354
1.8218,5.4655
1.8318,5.4955
1.8418,5.5255
1.8519,5.5556
1.8619,5.5856
1.8719,5.6156
1.8819,5.6456
1.8919,5.6757
1.9019,5.7057
1.9119,5.7357
1.9219,5.7658
1.9319,5.7958
1.9419,5.8258
1.952,5.8559
1.962,5.8859
1.972,5.9159
1.982,5.9459
1.992,5.976
2.002,6.006
2.012,6.036
2.022,6.0661
2.032,6.0961
2.042,6.1261
2.0521,6.1562
2.0621,6.1862
2.0721,6.2162
2.0821,6.2462
2.0921,6.2763
2.1021,6.3063
2.1121,6.3363
2.1221,6.3664
2.1321,6.3964
2.1421,6.4264
2.1522,6.4565
2.1622,6.4865
2.1722,6.5165
2.1822,6.5465
2.1922,6.5766
2.2022,6.6066
2.2122,6.6366
2.2222,6.6667
2.2322,6.6967
2.2422,6.7267
2.2523,6.7568
2.2623,6.7868
2.2723,6.8168
2.2823,6.8468
2.2923,6.8769
2.3023,6.9069
2.3123,6.9369
2.3223,6.967
2.3323,6.997
2.3423,7.027
2.3524,7.0571
2.3624,7.0871
2.3724,7.1171
2.3824,7.1471
2.3924,7.1772
2.4024,7.2072
2.4124,7.2372
2.4224,7.2673
2.4324,7.2973
2.4424,7.3273
2.4525,7.3574
2.4625,7.3874
2.4725,7.4174
2.4825,7.4474
2.4925,7.4775
2.5025,7.5075
2.5125,7.5375
2.5225,7.5676
2.5325,7.5976
2.5425,7.6276
2.5526,7.6577
2.5626,7.6877
2.5726,7.7177
2.5826,7.7477
2.5926,7.7778
2.6026,7.8078
2.6126,7.8378
2.6226,7.8679
2.6326,7.8979
2.6426,7.9279
2.6527,7.958
2.6627,7.988
2.6727,8.018
2.6827,8.048
2.6927,8.0781
2.7027,8.1081
2.7127,8.1381
2.7227,8.1682
2.7327,8.1982
2.7427,8.2282
2.7528,8.2583
2.7628,8.2883
2.7728,8.3183
2.7828,8.3483
2.7928,8.3784
2.8028,8.4084
2.8128,8.4384
2.8228,8.4685
2.8328,8.4985
2.8428,8.5285
2.8529,8.5586
2.8629,8.5886
2.8729,8.6186
2.8829,8.6486
2.8929,8.6787
2.9029,8.7087
2.9129,8.7387
2.9229,8.7688
2.9329,8.7988
2.9429,8.8288
2.953,8.8589
2.963,8.8889
2.973,8.9189
2.983,8.9489
2.993,8.979
3.003,9.009
3.013,9.039
3.023,9.0691
3.033,9.0991
3.043,9.1291
3.0531,9.1592
3.0631,9.1892
3.0731,9.2192
3.0831,9.2492
3.0931,9.2793
3.1031,9.3093
3.1131,9.3393
3.1231,9.3694
3.1331,9.3994
3.1431,9.4294
3.1532,9.4595
3.1632,9.4895
3.1732,9.5195
3.1832,9.5495
3.1932,9.5796
3.2032,9.6096
3.2132,9.6396
3.2232,9.6697
3.2332,9.6997
3.2432,9.7297
3.2533,9.7598
3.2633,9.7898
3.2733,9.8198
3.2833,9.8498
3.2933,9.8799
3.3033,9.9099
3.3133,9.9399
