time,arclength,x,y,yaw,kappa,speed,accel
0.01,0,-376.164516296213,186.713195394694,-1.60868519764509,-8.54068868780456e-13,7.77777777777778,0
0.02,0.0777777777777778,-376.167455099475,186.635473157801,-1.60839941505948,0.00734869505953637,7.77777777777778,0
0.03,0.155555555555556,-376.170352355358,186.55774936243,-1.60769750468648,0.00910164419565444,7.77777777777778,0
0.04,0.233333333333333,-376.173194630261,186.480023536967,-1.60699557292223,0.00939034306566568,7.77777777777778,0
0.05,0.311111111111111,-376.175979795212,186.402295644521,-1.60621336542985,0.0107983083458483,7.77777777777778,0
0.06,0.388888888888889,-376.178699290633,186.324565427498,-1.60529839567528,0.0127294853431775,7.77777777777778,0
0.07,0.466666666666667,-376.181344521028,186.246832647923,-1.60435455679492,0.0110206556833335,7.77777777777778,0
0.08,0.544444444444444,-376.183923174346,186.16909763028,-1.60359020882825,0.0085806429774705,7.77777777777778,0
0.09,0.622222222222222,-376.18644985953,186.0913609053,-1.6030070535425,0.00733361566197673,7.77777777777778,0
0.1,0.7,-376.18893055042,186.013622699265,-1.60236009266647,0.00930252115037667,7.77777777777778,0
0.11,0.777777777777778,-376.191356504427,185.935882766246,-1.60161825255742,0.00977336688004602,7.77777777777778,0
0.12,0.855555555555555,-376.193722816056,185.858140995247,-1.60081020680843,0.0113092490416648,7.77777777777778,0
0.13,0.933333333333333,-376.196021063585,185.780397183055,-1.59988619272299,0.0113577330596513,7.77777777777778,0
0.14,1.01111111111111,-376.198251472371,185.702651394225,-1.59910009506707,0.0088634812598228,7.77777777777778,0
0.15,1.08888888888889,-376.200428246412,185.624904084352,-1.59850573156113,0.00642015175009487,7.77777777777778,0
0.16,1.16666666666667,-376.202563360585,185.547155619017,-1.59797369764591,0.00780803910743841,7.77777777777778,0
0.17,1.24444444444444,-376.20465152782,185.469405879165,-1.59730668382634,0.00897570353653016,7.77777777777778,0
0.18,1.32222222222222,-376.206685499624,185.391654702886,-1.5965833147382,0.00994001880803825,7.77777777777778,0
0.19,1.4,-376.208658793802,185.31390196365,-1.59572985274622,0.012006146700101,7.77777777777778,0
0.2,1.47777777777778,-376.210564183697,185.236147530622,-1.59489714620894,0.00940630399722597,7.77777777777778,0
0.21,1.55555555555556,-376.212412671798,185.15839172308,-1.59426578248365,0.00683768526626116,7.77777777777778,0
0.22,1.63333333333333,-376.214219435602,185.080634934205,-1.59379997449307,0.00628514080295267,7.77777777777778,0
0.23,1.71111111111111,-376.215987313577,185.00287725189,-1.5932299763421,0.00817938571886109,7.77777777777778,0
0.24,1.78888888888889,-376.217706722008,184.925118483042,-1.59257255860653,0.00872564176696837,7.77777777777778,0
0.25,1.86666666666667,-376.219372332154,184.847358543621,-1.59182647192782,0.0106573699836566,7.77777777777778,0
0.26,1.94444444444445,-376.220974401302,184.76959726974,-1.59097557952142,0.010024747731165,7.77777777777778,0
0.27,2.02222222222222,-376.22251622601,184.691834777088,-1.59030180936246,0.00731352230272224,7.77777777777778,0
0.28,2.1,-376.224013793931,184.614071418769,-1.58983668074699,0.00464692780942035,7.77777777777778,0
0.29,2.17777777777778,-376.225478315978,184.536307431027,-1.58938837916599,0.00688083176796142,7.77777777777778,0
0.3,2.25555555555556,-376.226901827777,184.458542682242,-1.58879913276437,0.0079338082405934,7.77777777777778,0
0.31,2.33333333333333,-376.22827725561,184.380777068359,-1.58814724118758,0.00924873092046676,7.77777777777778,0
0.32,2.41111111111111,-376.229596435705,184.303010480733,-1.58734280989252,0.0107999953106729,7.77777777777778,0
0.33,2.48888888888889,-376.230853592193,184.225242865321,-1.58661579483901,0.00789467749400118,7.77777777777778,0
0.34,2.56666666666667,-376.232062940499,184.147474490872,-1.58611221614612,0.00506534385341672,7.77777777777778,0
0.35,2.64444444444445,-376.233240670074,184.069705630707,-1.58576163223076,0.00522542449415169,7.77777777777778,0
0.36,2.72222222222222,-376.234386420717,183.991936293261,-1.58526777054752,0.00711336899853321,7.77777777777778,0
0.37,2.8,-376.235489793362,183.914166343302,-1.58469015764362,0.00773953424448766,7.77777777777778,0
0.38,2.87777777777778,-376.236544478774,183.83639571833,-1.58399161760827,0.0102229259594194,7.77777777777778,0
0.39,2.95555555555556,-376.237539407178,183.758624306361,-1.58321225559754,0.00866240129412256,7.77777777777778,0
0.4,3.03333333333334,-376.23848205859,183.680852242154,-1.58266102468866,0.00554918546811075,7.77777777777778,0
0.41,3.11111111111111,-376.239391098087,183.603079777151,-1.58234262352412,0.00333301171550908,7.77777777777778,0
0.42,3.18888888888889,-376.240276374109,183.525307038122,-1.58198044884086,0.00598005156836251,7.77777777777778,0
0.43,3.26666666666667,-376.241126707356,183.447533909625,-1.58146777369245,0.00696567658466261,7.77777777777778,0
0.44,3.34444444444445,-376.241934519362,183.369760328123,-1.58087202408203,0.00886300395803813,7.77777777777778,0
0.45,3.42222222222223,-376.242688703328,183.291986208974,-1.58009448365039,0.0098286368489594,7.77777777777778,0
0.46,3.5,-376.243385777219,183.214211556248,-1.57946973407123,0.0062363523293827,7.77777777777778,0
0.47,3.57777777777778,-376.244044909369,183.136436571856,-1.57911601011238,0.00285940690279024,7.77777777777778,0
0.48,3.65555555555556,-376.244684389268,183.058661423129,-1.57889775153792,0.00406116322170438,7.77777777777778,0
0.49,3.73333333333334,-376.245299327649,182.980886076931,-1.57847975987356,0.0061442324455393,7.77777777777778,0
0.5,3.81111111111111,-376.245877508162,182.903110449051,-1.57796818447864,0.00731162207388038,7.77777777777778,0
0.51,3.88888888888889,-376.246409897972,182.825334494975,-1.57727214860707,0.0105864431949362,7.77777777777778,0
0.52,3.96666666666667,-376.246883083528,182.747558158366,-1.57653902270004,0.00733270496534703,7.77777777777778,0
0.53,4.04444444444445,-376.247311854793,182.669781562996,-1.57613221168186,0.00323111736012225,7.77777777777778,0
0.54,4.12222222222223,-376.247720867059,182.59200486071,-1.57600914789899,0.00149253250486181,7.77777777777778,0
0.55,4.2,-376.248118043441,182.514228097265,-1.57574845456177,0.00521101045239683,7.77777777777778,0
0.56,4.27777777777778,-376.24848629971,182.436451191943,-1.5752989453974,0.00634779273578742,7.77777777777778,0
0.57,4.35555555555556,-376.248815168721,182.35867411057,-1.57470769910274,0.00940413243336635,7.77777777777778,0
0.58,4.43333333333333,-376.249087733916,182.280896812676,-1.57388588317435,0.00972823065645421,7.77777777777778,0
0.59,4.51111111111111,-376.249302987601,182.203119333886,-1.57329855569391,0.00530811135309974,7.77777777777778,0
0.6,4.58888888888889,-376.249486474716,182.125341772712,-1.5730756622503,0.000423434339691522,7.77777777777778,0
0.61,4.66666666666667,-376.249662291647,182.047564193669,-1.57300279678524,0.0024355106958274,7.77777777777778,0
0.62,4.74444444444444,-376.249823787524,181.969786583825,-1.57271984230976,0.00427300806416108,7.77777777777778,0
0.63,4.82222222222222,-376.249959589536,181.892008925042,-1.57235077644228,0.00546675421735102,7.77777777777778,0
0.64,4.9,-376.250061871897,181.814231215347,-1.57184520146247,0.00753374526326203,7.77777777777778,0
0.65,4.97777777777778,-376.250121173524,181.736453461216,-1.57127890532469,0.00702815117718139,7.77777777777778,0
0.66,5.05555555555555,-376.250138637536,181.658675686189,-1.57078856477083,0.00520382404885027,7.77777777777778,0
0.67,5.13333333333333,-376.250124481454,181.580897910042,-1.57045875973461,0.00384338190463273,7.77777777777778,0
0.68,5.21111111111111,-376.250086641085,181.503120141755,-1.57016159554101,0.00375714070640349,7.77777777777778,0
0.69,5.28888888888889,-376.250026284118,181.425342387647,-1.56988384564274,0.00338499953484377,7.77777777777778,0
0.7,5.36666666666666,-376.249946071381,181.34756465139,-1.56966300218535,0.00217399286305208,7.77777777777778,0
0.71,5.44444444444444,-376.249851911085,181.269786930694,-1.56949250433786,0.00325054291242347,7.77777777777778,0
0.72,5.52222222222222,-376.249737771454,181.192009237098,-1.5691299308407,0.00588563075417668,7.77777777777778,0
0.73,5.6,-376.249588364383,181.11423160375,-1.56859515656552,0.00786570775057943,7.77777777777778,0
0.74,5.67777777777777,-376.249395791801,181.036454065244,-1.56807674891467,0.00546476706040458,7.77777777777778,0
0.75,5.75555555555555,-376.249169613489,180.958676616749,-1.56771552294928,0.00412793600627671,7.77777777777778,0
0.76,5.83333333333333,-376.248918554061,180.880899244422,-1.56744116985104,0.00254032502259569,7.77777777777778,0
0.77,5.91111111111111,-376.248652410067,180.803121922033,-1.56733657587746,0.00073984777946464,7.77777777777778,0
0.78,5.98888888888888,-376.248378728006,180.725344625842,-1.56718827060748,0.0030737163056242,7.77777777777778,0
