torque_Nm,speed_kph,throttle
3038.278292846519,125.07787078857422,100.0
3039.170942524608,125.65359008789062,100.0
3040.1526653346573,126.2769955444336,100.0
3040.9220746489827,126.85217926025392,100.0
3042.043782252264,127.52284790039064,100.0
3042.8511987525408,128.09748779296876,100.0
3043.872273092028,128.71972595214845,100.0
3044.740466255384,129.29382751464843,100.0
3045.768975616328,129.91547790527343,100.0
3046.4511514523374,130.44119293212893,100.0
3047.768895714874,131.15768280029295,100.0
3048.665763676734,131.7307131958008,100.0
3049.86498537492,132.39887420654298,100.0
3050.772549864658,132.97137176513672,100.0
3051.9315118638347,133.59129180908204,100.0
3052.479210441352,134.0678402709961,100.0
3054.435285317742,135.25851379394533,100.0
3055.6146106270603,135.8772720336914,100.0
3056.612092401548,136.4481628417969,100.0
3057.831271288238,137.06633605957032,100.0
3058.6258227864973,137.5891094970703,100.0
3059.865971326441,138.20670043945313,100.0
3060.847361993455,138.77652008056643,100.0
3062.082608379324,139.39353973388674,100.0
3063.245003635225,140.0102133178711,100.0
3064.6304290942526,140.67401550292968,100.0
3065.828751583015,141.29011779785156,100.0
3067.215593514053,141.95329925537112,100.0
3068.418731146889,142.56881652832033,100.0
3069.616302149521,143.18399322509765,100.0
3070.6425648307427,143.7515853881836,100.0
3071.908613907477,144.3661880493164,100.0
3072.9443657307884,144.9332473754883,100.0
3074.174601561552,145.5472787475586,100.0
3075.290264818548,146.1138107299805,100.0
3076.640906059868,146.72726531982423,100.0
3077.750097106925,147.29326446533202,100.0
3079.1078584656766,147.90614501953127,100.0
3080.257680816136,148.47161682128905,100.0
3081.6144466428377,149.08392608642578,100.0
3082.78504192238,149.64887054443358,100.0
3084.164082742647,150.26060852050782,100.0
3085.335812266871,150.8250256347656,0.0
-81.43054375456754,151.41723266601562,0.0
-86.94936853601244,150.8056869506836,0.0
-86.90807410010716,150.67756713867186,0.0
-86.61088289108051,150.55933227539063,0.0
-86.5893151430043,150.4312838745117,0.0
-86.52233621316797,150.3131231689453,0.0
-86.70291028006413,150.18517089843752,0.0
-86.8619083803153,150.06712005615233,0.0
-87.1934721877722,149.93929412841797,0.0
-87.48347140594642,149.8213641357422,0.0
-87.92125446229417,149.69368103027344,0.0
-88.1698099453909,149.5758856201172,0.0
-88.52386111205045,149.44834259033203,0.0
-88.83040167207312,149.33067626953127,0.0
-89.33781169127487,149.08572235107422,0.0
-89.5413119965975,148.95844024658203,0.0
-89.70665857011304,148.84101013183593,0.0
-89.93946918660757,148.7138626098633,0.0
-90.05391464516951,148.5965560913086,0.0
-90.31954472545236,148.4695458984375,0.0
-90.54964753446392,148.3523712158203,0.0
-90.74867039836847,148.22549285888672,0.0
-90.98587843309112,148.10843353271486,0.0
-91.24083560876872,147.98168426513672,0.0
-91.5118842604732,147.8647430419922,0.0
-91.79773468531452,147.7381201171875,0.0
-91.97143864459896,147.62129699707032,0.0
-92.27914371275216,147.49480041503907,0.0
-92.49865051209976,147.37809539794924,0.0
-92.7484814740316,147.25172790527344,0.0
-92.93048166115076,147.13513824462893,0.0
-93.1878921787854,147.00889709472656,0.0
-93.44840899020028,146.88273284912108,0.0
-93.70633272416792,146.75661529541014,0.0
-93.91141593533249,146.63057189941406,0.0
-94.19706081364907,146.50458068847658,0.0
-94.40610179600527,146.3786636352539,0.0
-94.8713540132212,146.13669799804688,0.0
-95.07020547024156,146.02064392089846,0.0
-95.28942068923575,145.89497955322264,0.0
-95.53909144406644,145.7790380859375,0.0
-95.80652234226926,145.6535028076172,0.0
-96.05640471679268,145.52804168701172,0.0
-96.29359274767492,145.4026300048828,0.0
-96.50880818215693,145.27729248046876,0.0
-96.75671311603789,145.15200714111327,0.0
-97.0139961919964,145.02679321289065,0.0
-97.19721511865792,144.9112692260742,0.0
-97.44528820326364,144.786178894043,0.0
-97.68324839033642,144.67077026367187,0.0
-97.9187767636212,144.54580627441408,0.0
-98.10571967953288,144.43051300048828,0.0
-98.35696606223308,144.30567260742188,0.0
-98.5828765759338,144.1904946899414,0.0
-98.77979166556068,144.0753634643555,0.0
-98.9750114269831,143.96030364990236,0.0
-99.19020232827768,143.83571594238282,0.0
-99.36498229358726,143.720771484375,0.0
-99.58778365446828,143.6058709716797,0.0
-99.96668877217822,143.36666564941407,0.0
-100.17696920612036,143.25194915771485,0.0
-100.41431316252896,143.13727935791016,0.0
-100.63543128632026,143.01311737060547,0.0
-100.80819771252813,142.8985629272461,0.0
-101.05926198572674,142.77452453613282,0.0
-101.31803976333627,142.65055755615234,0.0
-101.55070555579104,142.52664001464842,0.0
-101.75743694402026,142.40279663085937,0.0
-101.99664468393016,142.27900268554689,0.0
-102.20262298564754,142.16478881835937,0.0
-102.4138291762062,142.05064361572266,0.0
-102.62142570056756,141.9270474243164,0.0
-102.8202974667451,141.81301483154297,0.0
-103.00599495292136,141.69902893066407,0.0
-103.21565253329894,141.5756085205078,0.0
-103.44804908539268,141.46173797607423,0.0
-103.63011384658488,141.3479360961914,0.0
-103.81389432989003,141.2436538696289,0.0
-103.9435423442454,141.13941284179688,0.0
-104.09171200702976,141.03523498535156,0.0
-104.46470392713644,140.81758758544925,0.0
-104.6426045984443,140.70409881591797,0.0
-104.8490798122327,140.5812222290039,0.0
-105.04814369177988,140.46785705566407,0.0
-105.2233313400467,140.354560546875,0.0
-105.44760730684438,140.2318844604492,0.0
-105.71383705769996,140.09983703613284,0.0
-105.93196982536682,139.97728454589844,0.0
-106.15144337729868,139.8453744506836,0.0
-106.3943217350717,139.7229483032227,0.0
-106.62084727168951,139.60059631347656,0.0
-106.78402442574588,139.48771453857424,0.0
-106.99466498601528,139.3654833984375,0.0
-107.15007289352636,139.2527087402344,0.0
-107.37100657989942,139.130595703125,0.0
-107.53962887515316,139.01793365478517,0.0
-107.7418744601252,138.89594421386718,0.0
-107.90660453177328,138.78339477539063,0.0
-108.14989768747576,138.66152893066408,0.0
-108.33163619952076,138.54909484863282,0.0
-108.55317805141216,138.42734985351564,0.0
-108.73201098588208,138.31502838134767,0.0
-109.12548605865364,138.08119537353517,0.0
-109.37495696236093,137.9503619384766,0.0
-109.60232436319964,137.82893554687502,0.0
-109.79791919375418,137.70755584716795,0.0
-110.00962320762612,137.58625030517578,0.0
-110.23745901486058,137.46499420166018,0.0
-110.38663712323157,137.35314239501952,0.0
-110.5731101820372,137.2413345336914,0.0
-110.78913834380468,137.12026519775392,0.0
-110.96633203997456,137.008564453125,0.0
-111.16882461323152,136.8876159667969,0.0
-111.37848070898627,136.76673889160156,0.0
-111.60247278428584,136.64591400146486,0.0
-111.75838719304728,136.53444396972657,0.0
-111.93952655441412,136.4137454223633,0.0
-112.1678874943455,136.29312103271485,0.0
-112.31383703773568,136.18183227539063,0.0
-112.48393736622468,136.07058471679687,0.0
-112.64184528478856,135.96863708496093,0.0
-112.81776360273126,135.85749938964844,0.0
-112.883903009449,135.7649203491211,0.0
-113.09435887559911,135.66313476562502,0.0
-113.2880705529551,135.55215087890625,0.0
-113.51970845061471,135.42272094726562,0.0
-113.73675702494891,135.30261840820313,0.0
-114.21041320473331,135.0440936279297,0.0
-114.435463079158,134.92416137695312,0.0
-114.62059871992116,134.80430053710938,0.0
-114.77660641239534,134.69371490478517,0.0
-114.9814247293933,134.57397216796875,0.0
-115.10003622445976,134.4726919555664,0.0
-115.2313268558836,134.37145019531252,0.0
-115.35228057372676,134.27026885986328,0.0
-115.53490861552784,134.15994415283205,0.0
-115.70881605006949,134.04968536376953,0.0
-115.92429717580104,133.9302749633789,0.0
-116.12186871708766,133.8109112548828,0.0
-116.34162592894614,133.69162170410158,0.0
-116.50620383076868,133.5815661621094,0.0
-116.65839388472916,133.471579284668,0.0
-116.82251658931597,133.36163635253908,0.0
-117.00318986578738,133.24259674072266,0.0
-117.11987953545017,133.1327719116211,0.0
-117.2746964034556,133.01385864257813,0.0
-117.42592210080502,132.9041519165039,0.0
-117.63397054185856,132.78536773681645,0.0
-117.79010753679812,132.66665771484375,0.0
-117.96709258637505,132.54799713134764,0.0
-118.13818293598678,132.42940795898437,0.0
-118.31768940846663,132.3108654785156,0.0
-118.49496391100774,132.19239440917968,0.0
-118.64072683769778,132.08309143066407,0.0
-118.79060746030616,131.97383239746094,0.0
-119.10536320386991,131.74640716552733,0.0
-119.24624822222673,131.63732391357422,0.0
-119.4258363385239,131.5192126464844,0.0
-119.6250037787891,131.40114807128907,0.0
-119.79800795022166,131.28315490722656,0.0
-119.9707100157445,131.17429412841796,0.0
-120.13578970724636,131.05642181396485,0.0
-120.2918884911686,130.94766815185545,0.0
-120.46890579585816,130.82991119384766,0.0
-120.62376008639524,130.71222564697268,0.0
-120.82292488033802,130.5945867919922,0.0
-121.0060373041104,130.47701934814452,0.0
-121.22677087510894,130.3504733276367,0.0
-121.40189378678376,130.23302398681642,0.0
-121.52722580706106,130.12466308593753,0.0
-121.71083449442364,130.0073291015625,0.0
-121.86225222697438,129.89907531738282,0.0
-121.9983683690796,129.79088470458987,0.0
-122.12722361908016,129.6827380371094,0.0
-122.33204836693945,129.56563751220705,0.0
-122.45312727137234,129.45760070800782,0.0
-122.80310684370788,129.2237072753906,0.0
-122.96733890079628,129.10684295654298,0.0
-123.1223869207556,128.99902313232425,0.0
-123.29413926442894,128.88227416992189,0.0
-123.42969537030474,128.77455871582032,0.0
-123.590476855672,128.66690643310545,0.0
-123.71975016394558,128.55929809570313,0.0
-123.8927308581288,128.44277984619143,0.0
-124.04569975438814,128.3352786254883,0.0
